,delta_time
30350,3
30351,13
30352,13
30353,23
30354,20
30355,8
30356,14
30357,6
30358,8
30359,7
30360,7
30361,30
30362,16
30363,7
30364,9
30365,8
30366,13
30367,21
30368,10
30369,8
30370,8
30371,21
30372,16
30373,6
30374,14
30375,4
30376,21
30377,6
30378,7
30379,16
30380,21
30381,3
30382,3
30383,31
30384,28
30385,4
30386,9
30387,16
30388,10
30389,13
30390,13
30391,7
30392,16
30393,7
30394,14
30395,10
30396,6
30397,6
30398,13
30399,6
30400,14
30401,7
30402,6
30403,11
30404,14
30405,9
30406,6
30407,8
30408,22
30409,10
30410,10
30411,17
30412,13
30413,9
30414,13
30415,29
30416,14
30417,14
30418,5
30419,5
30420,2
30421,6
30422,15
30423,15
30424,9
30425,13
30426,9
30427,16
30428,9
30429,12
30430,7
30431,12
30432,7
30433,12
30434,9
30435,23
30436,16
30437,37
30438,15
30439,13
30440,13
30441,12
30442,8
30443,16
30444,16
30445,24
30446,13
30447,5
30448,5
30449,9
30450,8
30451,9
30452,12
30453,7
30454,12
30455,8
30456,9
30457,5
30458,15
30459,8
30460,16
30461,7
30462,9
30463,14
30464,16
30465,29
30466,7
30467,8
30468,7
30469,12
30470,27
30471,7
30472,13
30473,13
30474,7
30475,21
30476,10
30477,34
30478,13
30479,13
30480,7
30481,8
30482,10
30483,6
30484,13
30485,8
30486,12
30487,20
30488,6
30489,12
30490,9
30491,8
30492,7
30493,16
30494,26
30495,17
30496,8
30497,16
30498,12
30499,8
30500,12
30501,21
30502,13
30503,13
30504,8
30505,21
30506,15
30507,9
30508,36
30509,9
30510,17
30511,12
30512,12
30513,5
30514,10
30515,12
30516,9
30517,31
30518,6
30519,13
30520,15
30521,16
30522,7
30523,20
30524,8
30525,6
30526,7
30527,9
30528,9
30529,8
30530,14
30531,15
30532,5
30533,18
30534,7
30535,7
30536,7
30537,12
30538,19
30539,8
30540,6
30541,14
30542,21
30543,5
30544,8
30545,14
30546,14
30547,11
30548,12
30549,14
30550,25
30551,14
30552,15
30553,11
30554,11
30555,5
30556,5
30557,13
30558,8
30559,14
30560,7
30561,6
30562,12
30563,6
30564,8
30565,6
30566,4
30567,5
30568,21
30569,9
30570,29
30571,22
30572,15
30573,5
30574,11
30575,4
30576,11
30577,7
30578,8
30579,15
30580,22
30581,13
30582,18
30583,11
30584,8
30585,7
30586,12
30587,13
30588,12
30589,5
30590,8
30591,8
30592,14
30593,21
30594,8
30595,26
30596,11
30597,11
30598,7
30599,15
30600,11
30601,11
30602,15
30603,11
30604,29
30605,15
30606,11
30607,22
30608,12
30609,29
30610,26
30611,25
30612,11
30613,12
30614,4
30615,18
30616,19
30617,12
30618,15
30619,8
30620,6
30621,5
30622,12
30623,12
30624,27
30625,12
30626,20
30627,11
30628,11
30629,13
30630,27
30631,7
30632,22
30633,11
30634,14
30635,15
30636,18
30637,15
30638,16
30639,18
30640,7
30641,21
30642,14
30643,20
30644,13
30645,8
30646,26
30647,18
30648,18
30649,10
30650,14
30651,14
30652,24
30653,5
30654,7
30655,4
30656,14
30657,5
30658,15
30659,27
30660,14
30661,10
30662,10
30663,25
30664,7
30665,10
30666,10
30667,20
30668,24
30669,11
30670,7
30671,13
30672,21
30673,13
30674,17
30675,4
30676,26
30677,13
30678,17
30679,17
30680,5
30681,7
30682,10
30683,11
30684,10
30685,6
30686,4
30687,14
30688,3
30689,19
30690,6
30691,17
30692,19
30693,4
30694,13
30695,13
30696,10
30697,18
30698,5
30699,7
30700,6
30701,7
30702,15
30703,11
30704,13
30705,14
30706,7
30707,4
30708,14
30709,20
30710,11
30711,15
30712,7
30713,7
30714,13
30715,4
30716,5
30717,14
30718,4
30719,14
30720,14
30721,11
30722,21
30723,18
30724,7
30725,28
30726,13
30727,5
30728,25
30729,18
30730,6
30731,11
30732,12
30733,18
30734,11
30735,17
30736,10
30737,7
30738,28
30739,17
30740,17
30741,7
30742,18
30743,10
30744,6
30745,15
30746,8
30747,18
30748,18
30749,11
30750,6
30751,15
30752,11
30753,10
30754,7
30755,10
30756,10
30757,4
30758,18
30759,12
30760,5
30761,13
30762,24
30763,10
30764,24
30765,3
30766,20
30767,19
30768,7
30769,11
30770,14
30771,19
30772,21
30773,18
30774,7
30775,6
30776,3
30777,10
30778,11
30779,13
30780,14
30781,21
30782,10
30783,9
30784,10
30785,23
30786,9
30787,9
30788,9
30789,7
30790,9
30791,5
30792,17
30793,23
30794,10
30795,9
30796,10
30797,10
30798,12
30799,12
30800,5
30801,17
30802,9
30803,9
30804,9
30805,4
30806,10
30807,23
30808,4
30809,13
30810,10
30811,10
30812,16
30813,12
30814,16
30815,3
30816,4
30817,9
30818,13
30819,47
30820,18
30821,4
30822,13
30823,38
30824,33
30825,12
30826,12
30827,5
30828,17
30829,10
30830,10
30831,10
30832,10
30833,9
30834,25
30835,11
30836,12
30837,10
30838,10
30839,10
30840,6
30841,16
30842,20
30843,5
30844,16
30845,6
30846,13
30847,18
30848,19
30849,10
30850,5
30851,9
30852,6
30853,7
30854,6
30855,6
30856,20
30857,10
30858,9
30859,12
30860,16
30861,17
30862,17
30863,11
30864,10
30865,9
30866,9
30867,6
30868,17
30869,17
30870,4
30871,18
30872,6
30873,12
30874,12
30875,9
30876,6
30877,6
30878,11
30879,31
30880,6
30881,13
30882,9
30883,12
30884,16
30885,4
30886,17
30887,18
30888,17
30889,11
30890,17
30891,25
30892,4
30893,9
30894,12
30895,11
30896,13
30897,17
30898,4
30899,16
30900,17
30901,14
30902,12
30903,2
30904,9
30905,4
30906,8
30907,15
30908,9
30909,9
30910,12
30911,9
30912,29
30913,18
30914,18
30915,2
30916,12
30917,19
30918,2
30919,48
30920,9
30921,6
30922,2
30923,18
30924,11
30925,12
30926,8
30927,3
30928,33
30929,15
30930,15
30931,11
30932,5
30933,11
30934,22
30935,9
30936,3
30937,3
30938,16
30939,8
30940,4
30941,17
30942,16
30943,9
30944,5
30945,13
30946,15
30947,3
30948,12
30949,17
30950,5
30951,9
30952,16
30953,5
30954,9
30955,16
30956,19
30957,12
30958,12
30959,18
30960,5
30961,5
30962,9
30963,13
30964,10
30965,17
30966,12
30967,9
30968,9
30969,12
30970,5
30971,12
30972,8
30973,5
30974,23
30975,11
30976,5
30977,29
30978,5
30979,6
30980,9
30981,23
30982,8
30983,3
30984,9
30985,10
30986,2
30987,10
30988,13
30989,18
30990,19
30991,11
30992,5
30993,2
30994,11
30995,12
30996,4
30997,8
30998,11
30999,17
31000,9
31001,20
31002,11
31003,8
31004,16
31005,16
31006,3
31007,11
31008,15
31009,3
31010,17
31011,4
31012,5
31013,5
31014,3
31015,16
31016,20
31017,9
31018,13
31019,8
31020,36
31021,2
31022,8
31023,17
31024,8
31025,8
31026,17
31027,10
31028,4
31029,11
31030,29
31031,14
31032,21
31033,14
31034,10
31035,4
31036,2
31037,7
31038,42
31039,15
31040,4
31041,7
31042,10
31043,8
31044,10
31045,10
31046,7
31047,28
31048,21
31049,22
31050,7
31051,17
31052,25
31053,8
31054,7
31055,16
31056,7
31057,8
31058,24
31059,10
31060,18
31061,4
31062,4
31063,10
31064,4
31065,15
31066,7
31067,7
31068,7
31069,15
31070,16
31071,4
31072,15
31073,2
31074,35
31075,11
31076,17
31077,2
31078,17
31079,10
31080,11
31081,12
31082,8
31083,14
31084,18
31085,10
31086,7
31087,7
31088,18
31089,8
31090,15
31091,3
31092,3
31093,17
31094,22
31095,18
31096,16
31097,15
31098,11
31099,23
31100,15
31101,7
31102,22
31103,11
31104,16
31105,17
31106,10
31107,10
31108,7
31109,7
31110,2
31111,4
31112,24
31113,15
31114,12
31115,23
31116,8
31117,3
31118,14
31119,5
31120,7
31121,4
31122,25
31123,3
31124,8
31125,36
31126,24
31127,12
31128,4
31129,16
31130,8
31131,22
31132,5
31133,15
31134,15
31135,10
31136,10
31137,18
31138,11
31139,14
31140,14
31141,7
31142,17
31143,8
31144,4
31145,18
31146,3
31147,12
31148,81
31149,16
31150,14
31151,22
31152,4
31153,14
31154,22
31155,3
31156,10
31157,4
31158,16
31159,10
31160,63
31161,4
31162,7
31163,10
31164,14
31165,17
31166,24
31167,14
31168,2
31169,8
31170,26
31171,18
31172,7
31173,4
31174,8
31175,7
31176,14
31177,17
31178,12
31179,16
31180,43
31181,14
31182,14
31183,12
31184,14
31185,14
31186,14
31187,25
31188,18
31189,7
31190,14
31191,8
31192,7
31193,2
31194,16
31195,10
31196,4
31197,16
31198,7
31199,13
31200,36
31201,10
31202,6
31203,6
31204,9
31205,23
31206,11
31207,9
31208,11
31209,10
31210,15
31211,17
31212,3
31213,10
31214,17
31215,9
31216,18
31217,7
31218,14
31219,7
31220,7
31221,16
31222,3
31223,6
31224,6
31225,7
31226,9
31227,11
31228,6
31229,7
31230,36
31231,4
31232,20
31233,34
31234,7
31235,9
31236,15
31237,7
31238,9
31239,16
31240,17
31241,3
31242,31
31243,13
31244,6
31245,13
31246,15
31247,25
31248,7
31249,7
31250,10
31251,13
31252,6
31253,9
31254,2
31255,6
31256,13
31257,6
31258,9
31259,10
31260,13
31261,10
31262,17
31263,18
31264,6
31265,15
31266,15
31267,10
31268,13
31269,7
31270,7
31271,3
31272,14
31273,3
31274,15
31275,9
31276,16
31277,14
31278,17
31279,17
31280,7
31281,9
31282,2
31283,15
31284,14
31285,3
31286,7
31287,18
31288,13
31289,16
31290,13
31291,7
31292,13
31293,12
31294,7
31295,7
31296,23
31297,14
31298,2
31299,9
31300,9
31301,9
31302,15
31303,8
31304,8
31305,10
31306,6
31307,7
31308,7
31309,19
31310,15
31311,14
31312,16
31313,15
31314,7
31315,9
31316,3
31317,3
31318,14
31319,7
31320,2
31321,7
31322,16
31323,14
31324,6
31325,3
31326,14
31327,18
31328,6
31329,9
31330,24
31331,15
31332,13
31333,3
31334,11
31335,10
31336,16
31337,7
31338,7
31339,10
31340,21
31341,14
31342,3
31343,6
31344,49
31345,15
31346,21
31347,9
31348,2
31349,34
31350,13
31351,14
31352,12
31353,1
31354,20
31355,22
31356,3
31357,19
31358,12
31359,10
31360,9
31361,8
31362,14
31363,1
31364,2
31365,5
31366,13
31367,17
31368,14
31369,27
31370,14
31371,8
31372,5
31373,5
31374,15
31375,5
31376,5
31377,15
31378,14
31379,8
31380,13
31381,12
31382,22
31383,12
31384,22
31385,9
31386,2
31387,1
31388,13
31389,13
31390,21
31391,6
31392,14
31393,17
31394,9
31395,13
31396,8
31397,3
31398,29
31399,14
31400,12
31401,14
31402,15
31403,2
31404,8
31405,14
31406,21
31407,5
31408,15
31409,10
31410,5
31411,14
31412,27
31413,12
31414,13
31415,13
31416,20
31417,2
31418,13
31419,2
31420,6
31421,13
31422,6
31423,5
31424,13
31425,9
31426,6
31427,14
31428,13
31429,14
31430,8
31431,8
31432,9
31433,28
31434,16
31435,9
31436,6
31437,8
31438,22
31439,12
31440,9
31441,21
31442,15
31443,16
31444,9
31445,20
31446,8
31447,5
31448,9
31449,9
31450,13
31451,13
31452,17
31453,8
31454,13
31455,40
31456,12
31457,21
31458,6
31459,16
31460,6
31461,14
31462,15
31463,9
31464,21
31465,12
31466,19
31467,15
31468,19
31469,14
31470,9
31471,12
31472,12
31473,13
31474,12
31475,14
31476,16
31477,9
31478,17
31479,12
31480,13
31481,14
31482,14
31483,9
31484,3
31485,3
31486,6
31487,16
31488,16
31489,3
31490,20
31491,14
31492,17
31493,5
31494,13
31495,13
31496,9
31497,15
31498,13
31499,6
31500,12
31501,21
31502,5
31503,14
31504,18
31505,8
31506,15
31507,13
31508,9
31509,8
31510,13
31511,9
31512,8
31513,9
31514,5
31515,15
31516,19
31517,12
31518,13
31519,19
31520,12
31521,21
31522,8
31523,13
31524,12
31525,12
31526,9
31527,14
31528,12
31529,19
31530,6
31531,7
31532,12
31533,8
31534,19
31535,5
31536,7
31537,4
31538,22
31539,8
31540,7
31541,8
31542,18
31543,25
31544,1
31545,11
31546,13
31547,14
31548,12
31549,8
31550,14
31551,7
31552,7
31553,11
31554,14
31555,14
31556,5
31557,13
31558,12
31559,7
31560,4
31561,13
31562,12
31563,25
31564,12
31565,9
31566,7
31567,13
31568,13
31569,9
31570,13
31571,8
31572,1
31573,12
31574,8
31575,4
31576,12
31577,13
31578,14
31579,21
31580,8
31581,4
31582,11
31583,11
31584,12
31585,9
31586,12
31587,18
31588,14
31589,18
31590,7
31591,8
31592,8
31593,18
31594,14
31595,12
31596,8
31597,5
31598,13
31599,7
31600,12
31601,17
31602,19
31603,7
31604,14
31605,13
31606,4
31607,12
31608,12
31609,14
31610,8
31611,7
31612,14
31613,8
31614,14
31615,7
31616,15
31617,12
31618,7
31619,11
31620,13
31621,15
31622,20
31623,8
31624,4
31625,11
31626,14
31627,11
31628,14
31629,5
31630,4
31631,12
31632,16
31633,4
31634,5
31635,5
31636,7
31637,26
31638,18
31639,7
31640,12
31641,8
31642,26
31643,15
31644,7
31645,21
31646,13
31647,13
31648,11
31649,14
31650,13
31651,8
31652,15
31653,9
31654,19
31655,14
31656,16
31657,11
31658,14
31659,4
31660,18
31661,11
31662,25
31663,4
31664,7
31665,15
31666,12
31667,18
31668,18
31669,16
31670,12
31671,26
31672,7
31673,33
31674,15
31675,4
31676,5
31677,14
31678,18
31679,12
31680,15
31681,19
31682,12
31683,11
31684,13
31685,31
31686,8
31687,4
31688,13
31689,13
31690,11
31691,8
31692,12
31693,14
31694,18
31695,11
31696,14
31697,17
31698,6
31699,13
31700,12
31701,19
31702,14
31703,13
31704,11
31705,14
31706,12
31707,10
31708,6
31709,4
31710,29
31711,18
31712,7
31713,6
31714,6
31715,15
31716,13
31717,3
31718,8
31719,24
31720,6
31721,8
31722,17
31723,11
31724,19
31725,3
31726,8
31727,6
31728,15
31729,20
31730,18
31731,19
31732,6
31733,20
31734,12
31735,14
31736,11
31737,13
31738,6
31739,14
31740,15
31741,6
31742,14
31743,11
31744,11
31745,6
31746,8
31747,16
31748,12
31749,13
31750,8
31751,10
31752,13
31753,25
31754,10
31755,11
31756,11
31757,12
31758,13
31759,18
31760,13
31761,12
31762,22
31763,22
31764,22
31765,18
31766,12
31767,10
31768,17
31769,10
31770,7
31771,16
31772,14
31773,15
31774,12
31775,18
31776,13
31777,7
31778,17
31779,26
31780,3
31781,11
31782,11
31783,10
31784,13
31785,12
31786,35
31787,17
31788,15
31789,15
31790,17
31791,20
31792,11
31793,14
31794,20
31795,7
31796,8
31797,11
31798,12
31799,7
31800,46
31801,11
31802,13
31803,10
31804,25
31805,17
31806,14
31807,10
31808,17
31809,14
31810,17
31811,6
31812,7
31813,13
31814,18
31815,10
31816,11
31817,13
31818,17
31819,13
31820,11
31821,12
31822,11
31823,12
31824,11
31825,17
31826,18
31827,8
31828,7
31829,15
31830,17
31831,10
31832,64
31833,17
31834,14
31835,25
31836,15
31837,10
31838,11
31839,11
31840,14
31841,19
31842,25
31843,13
31844,14
31845,20
31846,6
31847,17
31848,30
31849,24
31850,20
31851,11
31852,9
31853,11
31854,15
31855,14
31856,19
31857,12
31858,13
31859,13
31860,21
31861,16
31862,10
31863,5
31864,24
31865,12
31866,12
31867,19
31868,13
31869,10
31870,20
31871,11
31872,16
31873,10
31874,18
31875,14
31876,11
31877,12
31878,10
31879,4
31880,10
31881,12
31882,11
31883,17
31884,14
31885,11
31886,14
31887,11
31888,13
31889,9
31890,10
31891,13
31892,5
31893,10
31894,12
31895,19
31896,19
31897,13
31898,10
31899,14
31900,24
31901,12
31902,15
31903,5
31904,9
31905,12
31906,24
31907,13
31908,17
31909,13
31910,12
31911,24
31912,16
31913,14
31914,11
31915,9
31916,18
31917,13
31918,13
31919,18
31920,17
31921,11
31922,12
31923,17
31924,10
31925,16
31926,12
31927,30
31928,12
31929,10
31930,16
31931,18
31932,11
31933,9
31934,10
31935,17
31936,31
31937,12
31938,12
31939,20
31940,27
31941,26
31942,30
31943,11
31944,7
31945,5
31946,19
31947,18
31948,11
31949,17
31950,12
31951,11
31952,27
31953,18
31954,11
31955,12
31956,15
31957,10
31958,12
31959,11
31960,11
31961,10
31962,11
31963,16
31964,20
31965,12
31966,15
31967,13
31968,12
31969,9
31970,16
31971,12
31972,12
31973,13
31974,5
31975,6
31976,17
31977,14
31978,48
31979,16
31980,11
31981,10
31982,16
31983,6
31984,7
31985,19
31986,10
31987,10
31988,14
31989,5
31990,12
31991,13
31992,9
31993,13
31994,13
31995,20
31996,28
31997,26
31998,17
31999,8
32000,30
32001,15
32002,5
32003,25
32004,65
32005,12
32006,5
32007,15
32008,10
32009,13
32010,9
32011,10
32012,23
32013,11
32014,12
32015,12
32016,9
32017,18
32018,9
32019,17
32020,11
32021,2
32022,9
32023,13
32024,12
32025,8
32026,11
32027,10
32028,11
32029,10
32030,10
32031,33
32032,18
32033,15
32034,8
32035,10
32036,8
32037,5
32038,9
32039,16
32040,21
32041,8
32042,9
32043,23
32044,10
32045,11
32046,10
32047,19
32048,12
32049,18
32050,11
32051,10
32052,6
32053,9
32054,10
32055,8
32056,17
32057,12
32058,9
32059,11
32060,12
32061,8
32062,9
32063,2
32064,13
32065,9
32066,5
32067,11
32068,22
32069,23
32070,10
32071,12
32072,9
32073,13
32074,11
32075,8
32076,9
32077,10
32078,5
32079,12
32080,18
32081,14
32082,16
32083,20
32084,11
32085,6
32086,5
32087,21
32088,9
32089,15
32090,23
32091,16
32092,11
32093,12
32094,11
32095,18
32096,11
32097,12
32098,5
32099,10
32100,6
32101,11
32102,37
32103,5
32104,10
32105,19
32106,9
32107,9
32108,15
32109,16
32110,20
32111,12
32112,8
32113,9
32114,5
32115,6
32116,5
32117,5
32118,18
32119,9
32120,13
32121,22
32122,12
32123,4
32124,10
32125,10
32126,32
32127,8
32128,11
32129,16
32130,16
32131,5
32132,22
32133,9
32134,10
32135,18
32136,5
32137,15
32138,10
32139,5
32140,10
32141,15
32142,4
32143,16
32144,23
32145,22
32146,12
32147,9
32148,10
32149,16
32150,29
32151,12
32152,24
32153,10
32154,4
32155,10
32156,11
32157,25
32158,8
32159,12
32160,19
32161,21
32162,18
32163,9
32164,8
32165,8
32166,11
32167,11
32168,3
32169,35
32170,11
32171,9
32172,15
32173,23
32174,14
32175,7
32176,18
32177,28
32178,9
32179,3
32180,10
32181,16
32182,38
32183,18
32184,7
32185,10
32186,15
32187,11
32188,13
32189,44
32190,28
32191,8
32192,3
32193,17
32194,8
32195,15
32196,25
32197,9
32198,7
32199,14
32200,10
32201,8
32202,14
32203,16
32204,12
32205,16
32206,16
32207,8
32208,16
32209,14
32210,17
32211,8
32212,16
32213,15
32214,4
32215,5
32216,8
32217,7
32218,11
32219,8
32220,10
32221,17
32222,4
32223,14
32224,18
32225,4
32226,10
32227,9
32228,4
32229,8
32230,15
32231,22
32232,8
32233,7
32234,16
32235,8
32236,12
32237,14
32238,16
32239,22
32240,8
32241,14
32242,38
32243,10
32244,9
32245,10
32246,18
32247,9
32248,29
32249,11
32250,10
32251,13
32252,9
32253,8
32254,17
32255,10
32256,16
32257,68
32258,21
32259,11
32260,14
32261,14
32262,18
32263,9
32264,10
32265,21
32266,13
32267,7
32268,4
32269,11
32270,11
32271,15
32272,16
32273,14
32274,23
32275,11
32276,13
32277,17
32278,14
32279,18
32280,47
32281,7
32282,4
32283,12
32284,8
32285,9
32286,9
32287,11
32288,11
32289,10
32290,11
32291,8
32292,4
32293,14
32294,15
32295,10
32296,8
32297,12
32298,8
32299,29
32300,8
32301,10
32302,17
32303,19
32304,8
32305,73
32306,17
32307,11
32308,14
32309,8
32310,19
32311,9
32312,9
32313,16
32314,7
32315,9
32316,9
32317,9
32318,8
32319,15
32320,9
32321,12
32322,10
32323,9
32324,11
32325,3
32326,16
32327,9
32328,4
32329,13
32330,11
32331,17
32332,4
32333,7
32334,10
32335,22
32336,12
32337,7
32338,14
32339,7
32340,17
32341,17
32342,22
32343,12
32344,4
32345,10
32346,18
32347,10
32348,11
32349,9
32350,10
32351,11
32352,14
32353,8
32354,23
32355,34
32356,13
32357,11
32358,9
32359,10
32360,3
32361,20
32362,39
32363,2
32364,8
32365,13
32366,7
32367,14
32368,17
32369,13
32370,14
32371,6
32372,10
32373,15
32374,6
32375,15
32376,9
32377,7
32378,19
32379,15
32380,15
32381,13
32382,36
32383,15
32384,7
32385,7
32386,9
32387,8
32388,11
32389,8
32390,7
32391,9
32392,17
32393,13
32394,9
32395,7
32396,34
32397,105
32398,37
32399,6
32400,2
32401,25
32402,11
32403,10
32404,3
32405,8
32406,11
32407,16
32408,9
32409,15
32410,9
32411,7
32412,20
32413,14
32414,4
32415,10
32416,8
32417,13
32418,35
32419,17
32420,30
32421,15
32422,55
32423,23
32424,20
32425,8
32426,22
32427,7
32428,13
32429,14
32430,18
32431,16
32432,27
32433,14
32434,10
32435,8
32436,7
32437,20
32438,8
32439,34
32440,10
32441,17
32442,7
32443,10
32444,9
32445,8
32446,28
32447,8
32448,34
32449,15
32450,9
32451,7
32452,15
32453,16
32454,15
32455,13
32456,8
32457,31
32458,36
32459,14
32460,7
32461,9
32462,11
32463,8
32464,13
32465,3
32466,8
32467,7
32468,17
32469,22
32470,14
32471,22
32472,12
32473,11
32474,10
32475,9
32476,13
32477,7
32478,7
32479,11
32480,14
32481,8
32482,10
32483,50
32484,14
32485,20
32486,8
32487,24
32488,28
32489,52
32490,12
32491,17
32492,13
32493,13
32494,14
32495,7
32496,8
32497,12
32498,15
32499,9
32500,8
32501,13
32502,10
32503,8
32504,16
32505,8
32506,7
32507,27
32508,24
32509,14
32510,127
32511,10
32512,13
32513,15
32514,19
32515,6
32516,13
32517,4
32518,10
32519,44
32520,8
32521,14
32522,15
32523,39
32524,7
32525,14
32526,7
32527,13
32528,16
32529,13
32530,12
32531,21
32532,6
32533,14
32534,3
32535,13
32536,20
32537,13
32538,13
32539,6
32540,13
32541,56
32542,14
32543,2
32544,8
32545,8
32546,5
32547,9
32548,2
32549,9
32550,21
32551,11
32552,8
32553,8
32554,9
32555,6
32556,7
32557,2
32558,28
32559,9
32560,9
32561,8
32562,13
32563,9
32564,26
32565,13
32566,7
32567,14
32568,7
32569,14
32570,16
32571,12
32572,6
32573,13
32574,15
32575,6
32576,13
32577,15
32578,19
32579,20
32580,13
32581,5
32582,12
32583,5
32584,8
32585,33
32586,12
32587,6
32588,16
32589,12
32590,24
32591,6
32592,8
32593,7
32594,9
32595,7
32596,22
32597,8
32598,13
32599,21
32600,19
32601,13
32602,9
32603,12
32604,9
32605,6
32606,8
32607,12
32608,8
32609,15
32610,13
32611,7
32612,21
32613,2
32614,21
32615,12
32616,12
32617,12
32618,27
32619,12
32620,29
32621,2
32622,16
32623,10
32624,6
32625,10
32626,7
32627,6
32628,16
32629,16
32630,20
32631,7
32632,8
32633,35
32634,13
32635,6
32636,26
32637,20
32638,9
32639,12
32640,8
32641,13
32642,3
32643,6
32644,23
32645,9
32646,34
32647,12
32648,8
32649,16
32650,2
32651,6
32652,12
32653,10
32654,20
32655,13
32656,13
32657,9
32658,12
32659,14
32660,22
32661,12
32662,31
32663,12
32664,19
32665,8
32666,3
32667,15
32668,7
32669,7
32670,7
32671,12
32672,13
32673,6
32674,15
32675,12
32676,7
32677,8
32678,44
32679,6
32680,12
32681,42
32682,19
32683,10
32684,13
32685,12
32686,13
32687,14
32688,14
32689,20
32690,8
32691,13
32692,15
32693,9
32694,15
32695,12
32696,19
32697,13
32698,10
32699,21
32700,7
32701,6
32702,15
32703,14
32704,6
32705,12
32706,14
32707,20
32708,11
32709,7
32710,20
32711,8
32712,18
32713,19
32714,8
32715,13
32716,12
32717,6
32718,13
32719,15
32720,12
32721,8
32722,11
32723,19
32724,19
32725,21
32726,6
32727,5
32728,6
32729,5
32730,7
32731,8
32732,5
32733,8
32734,12
32735,18
32736,11
32737,26
32738,12
32739,18
32740,15
32741,50
32742,11
32743,7
32744,11
32745,15
32746,11
32747,18
32748,6
32749,5
32750,12
32751,11
32752,10
32753,11
32754,11
32755,14
32756,11
32757,11
32758,20
32759,12
32760,13
32761,32
32762,12
32763,13
32764,8
32765,9
32766,13
32767,26
32768,16
32769,11
32770,9
32771,11
32772,4
32773,13
32774,11
32775,12
32776,9
32777,9
32778,5
32779,20
32780,15
32781,14
32782,14
32783,14
32784,14
32785,21
32786,25
32787,4
32788,8
32789,13
32790,1
32791,11
32792,8
32793,11
